# timestamp tx ty tz qx qy qz qw 
1403715273.262143 0.878973 2.18348 0.948329 -0.824253 -0.10695100000000003 -0.551676 0.069437
1403715273.312143 0.879043 2.18353 0.948278 -0.824264 -0.106935 -0.551665 0.06942000000000001
1403715273.362143 0.879043 2.18353 0.948278 -0.824264 -0.106935 -0.551665 0.06942000000000001
1403715273.412143 0.879078 2.18354 0.94826 -0.824287 -0.10692900000000001 -0.551634 0.069404
1403715273.462143 0.879066 2.18358 0.94825 -0.82432 -0.10693999999999998 -0.551588 0.06936
1403715273.512143 0.879066 2.18358 0.94825 -0.82432 -0.10693999999999998 -0.551588 0.06936
1403715273.562143 0.878882 2.1836 0.948193 -0.82437 -0.106705 -0.551586 0.069144
1403715273.612143 0.878816 2.18363 0.948148 -0.824397 -0.106914 -0.551514 0.069073
1403715273.662143 0.878778 2.18362 0.948081 -0.824455 -0.10674800000000002 -0.551473 0.06897
1403715273.712143 0.878755 2.18373 0.948102 -0.824439 -0.106914 -0.551461 0.06899
1403715273.762143 0.878783 2.18377 0.948127 -0.824438 -0.106959 -0.55144 0.069112
1403715273.812143 0.878783 2.18377 0.948127 -0.824438 -0.106959 -0.55144 0.069112
1403715273.862143 0.879001 2.18366 0.948175 -0.824501 -0.106936 -0.551346 0.06914
1403715273.912143 0.879235 2.18348 0.948209 -0.824517 -0.10692499999999999 -0.551356 0.068886
1403715273.962143 0.879594 2.18314 0.948225 -0.82462 -0.10639199999999999 -0.551404 0.068091
1403715274.012143 0.879594 2.18314 0.948225 -0.82462 -0.10639199999999999 -0.551404 0.068091
1403715274.062143 0.880156 2.18321 0.948386 -0.824468 -0.10675600000000002 -0.551462 0.06888200000000001
1403715274.112143 0.880422 2.18331 0.94847 -0.824522 -0.10694799999999999 -0.55131 0.069157
1403715274.162143 0.880622 2.18345 0.94855 -0.824501 -0.10727999999999999 -0.551222 0.069599
1403715274.212143 0.880622 2.18345 0.94855 -0.824501 -0.10727999999999999 -0.551222 0.069599
1403715274.262143 0.880763 2.1834 0.948595 -0.82467 -0.10729 -0.551011 0.069248
1403715274.312143 0.880801 2.18339 0.948616 -0.8248119999999999 -0.10727900000000001 -0.5508120000000001 0.06915200000000002
1403715274.362143 0.880673 2.1833 0.948655 -0.82478 -0.107231 -0.55089 0.068994
1403715274.412143 0.880484 2.18323 0.948675 -0.824852 -0.10730700000000001 -0.55078 0.068892
1403715274.462143 0.880238 2.18323 0.948684 -0.824844 -0.10715500000000001 -0.550823 0.068883
1403715274.512143 0.879978 2.18328 0.948691 -0.824775 -0.107516 -0.550864 0.068812
1403715274.562143 0.879448 2.18347 0.948678 -0.824755 -0.107583 -0.55086 0.068972
1403715274.612143 0.879291 2.18352 0.948663 -0.8247159999999999 -0.10771100000000004 -0.5509240000000001 0.06873100000000003
1403715274.662143 0.879124 2.18358 0.948689 -0.824621 -0.107608 -0.55107 0.068866
1403715274.712143 0.879124 2.18358 0.948689 -0.824621 -0.107608 -0.55107 0.068866
1403715274.762143 0.879204 2.18359 0.948625 -0.8246459999999999 -0.10760500000000003 -0.5510620000000002 0.06863200000000001
1403715274.812143 0.879301 2.18349 0.948635 -0.824631 -0.107608 -0.551092 0.068569
1403715274.862143 0.879452 2.18347 0.948602 -0.82466 -0.107636 -0.551049 0.06853
1403715274.912143 0.879634 2.18343 0.948563 -0.824696 -0.107642 -0.5509860000000001 0.06859000000000001
1403715274.962143 0.879761 2.18341 0.94857 -0.824699 -0.10763900000000001 -0.550984 0.06856999999999999
1403715275.012143 0.879844 2.18345 0.948551 -0.824683 -0.10767600000000001 -0.551 0.06858200000000002
1403715275.062143 0.880022 2.18348 0.948529 -0.824691 -0.107687 -0.550982 0.068608
1403715275.112143 0.880211 2.18348 0.948549 -0.824704 -0.10775400000000003 -0.5509610000000001 0.068512
1403715275.162143 0.880363 2.18348 0.948623 -0.824678 -0.107756 -0.551001 0.0685
1403715275.212143 0.880514 2.18352 0.948644 -0.824706 -0.107712 -0.550965 0.068528
1403715275.262143 0.880602 2.18358 0.948643 -0.824698 -0.10771500000000002 -0.550978 0.068514
1403715275.312143 0.880602 2.18358 0.948643 -0.824698 -0.10771500000000002 -0.550978 0.068514
1403715275.362143 0.880533 2.18368 0.948566 -0.8246949999999998 -0.10774800000000002 -0.5509770000000002 0.06850500000000001
1403715275.412143 0.880403 2.1837 0.948546 -0.824669 -0.10774 -0.5510170000000001 0.06851
1403715275.462143 0.880403 2.1837 0.948546 -0.824669 -0.10774 -0.5510170000000001 0.06851
1403715275.512143 0.880272 2.18374 0.948545 -0.824673 -0.10769399999999998 -0.5510179999999999 0.06852
1403715275.562143 0.879953 2.18367 0.948519 -0.824703 -0.10761800000000002 -0.550989 0.06852000000000001
1403715275.612143 0.879771 2.18365 0.948525 -0.8247129999999999 -0.10758 -0.5509740000000001 0.06857100000000001
1403715275.662143 0.87963 2.18366 0.948505 -0.8247200000000001 -0.10761299999999999 -0.5509499999999999 0.06863799999999999
1403715275.712143 0.879521 2.18366 0.948495 -0.824738 -0.107591 -0.550921 0.068686
1403715275.762143 0.879521 2.18366 0.948495 -0.824738 -0.107591 -0.550921 0.068686
1403715275.812143 0.879465 2.18362 0.948493 -0.824744 -0.107551 -0.550917 0.06870600000000002
1403715275.862143 0.87944 2.18353 0.948648 -0.824584 -0.107481 -0.551172 0.068686
1403715275.912143 0.87944 2.18353 0.948648 -0.824584 -0.107481 -0.551172 0.068686
1403715275.962143 0.879331 2.18349 0.948868 -0.824258 -0.107456 -0.551657 0.068755
1403715276.012143 0.879322 2.18349 0.948983 -0.824228 -0.107328 -0.551719 0.068815
1403715276.062143 0.879321 2.18353 0.948978 -0.824387 -0.10741299999999998 -0.5514749999999999 0.06872499999999998
1403715276.112143 0.879365 2.18358 0.948769 -0.824576 -0.10743399999999999 -0.551186 0.068748
1403715276.162143 0.879188 2.18363 0.948455 -0.824579 -0.10736599999999999 -0.551186 0.068812
1403715276.212143 0.879241 2.18365 0.948346 -0.824604 -0.107274 -0.5511620000000002 0.068865
1403715276.262143 0.879366 2.18363 0.948218 -0.824657 -0.10728100000000003 -0.5510830000000001 0.06883600000000001
1403715276.312143 0.879484 2.18363 0.948219 -0.824702 -0.10726499999999999 -0.55102 0.068831
1403715276.362143 0.879573 2.18366 0.948273 -0.824752 -0.10725900000000001 -0.550947 0.06882800000000001
1403715276.412143 0.879573 2.18366 0.948273 -0.824752 -0.10725900000000001 -0.550947 0.06882800000000001
1403715276.462143 0.879626 2.1837 0.948351 -0.824713 -0.107252 -0.55101 0.068793
1403715276.512143 0.879568 2.18373 0.948648 -0.824485 -0.10720499999999998 -0.5513329999999999 0.069017
1403715276.562143 0.879577 2.18368 0.948919 -0.824567 -0.10713399999999997 -0.5512369999999999 0.068918
1403715276.612143 0.87966 2.18366 0.948844 -0.824705 -0.10713299999999999 -0.551036 0.068866
1403715276.662143 0.879667 2.18365 0.94874 -0.824726 -0.107094 -0.5510080000000002 0.068903
1403715276.712143 0.879518 2.18363 0.94882 -0.8246459999999999 -0.10715400000000003 -0.5511160000000002 0.06890400000000002
1403715276.762143 0.879328 2.18351 0.948941 -0.824531 -0.10707500000000002 -0.5512820000000002 0.069082
1403715276.812143 0.879281 2.18337 0.948948 -0.824657 -0.10700400000000002 -0.551105 0.069091
1403715276.862143 0.879073 2.18336 0.949153 -0.824556 -0.10685299999999999 -0.551266 0.069256
1403715276.912143 0.878981 2.18357 0.949207 -0.824403 -0.106837 -0.551494 0.06927800000000002
1403715276.962143 0.878911 2.18367 0.949372 -0.824359 -0.10671999999999998 -0.5515630000000001 0.069428
1403715277.012143 0.878911 2.18367 0.949372 -0.824359 -0.10671999999999998 -0.5515630000000001 0.069428
1403715277.062143 0.879334 2.18344 0.949403 -0.8244809999999999 -0.10669900000000004 -0.5513820000000001 0.06945900000000002
1403715277.112143 0.879334 2.18344 0.949403 -0.8244809999999999 -0.10669900000000004 -0.5513820000000001 0.06945900000000002
1403715277.162143 0.879743 2.18346 0.949532 -0.824593 -0.106557 -0.551213 0.069687
1403715277.212143 0.879566 2.18335 0.949532 -0.824659 -0.106603 -0.551136 0.069437
1403715277.262143 0.879356 2.18327 0.949418 -0.824784 -0.106416 -0.550976 0.069519
1403715277.312143 0.879035 2.18325 0.949463 -0.824803 -0.106588 -0.550943 0.069293
1403715277.362143 0.878681 2.18318 0.949478 -0.824733 -0.106463 -0.55105 0.069465
1403715277.412143 0.87843 2.18305 0.949348 -0.824685 -0.106356 -0.551123 0.069623
1403715277.462143 0.878741 2.18314 0.949447 -0.82478 -0.10632600000000002 -0.550988 0.06961000000000002
1403715277.512143 0.878939 2.18314 0.949754 -0.824607 -0.106468 -0.551226 0.06955099999999999
1403715277.562143 0.879067 2.18316 0.94964 -0.824723 -0.106397 -0.551043 0.06973600000000002
1403715277.612143 0.879232 2.18326 0.949653 -0.8246860000000001 -0.10620099999999999 -0.551111 0.06993699999999999
1403715277.662143 0.879176 2.18327 0.94998 -0.824695 -0.106236 -0.551088 0.069961
1403715277.712143 0.879042 2.18341 0.950216 -0.824658 -0.106151 -0.5511450000000001 0.070072
1403715277.762143 0.879042 2.18341 0.950216 -0.824658 -0.106151 -0.5511450000000001 0.070072
1403715277.812143 0.878842 2.18347 0.950161 -0.82465 -0.10635800000000001 -0.551155 0.069775
1403715277.862143 0.878711 2.18331 0.950018 -0.824968 -0.10591000000000002 -0.5507180000000002 0.070153
1403715277.912143 0.878593 2.18323 0.950267 -0.824844 -0.10628000000000001 -0.550889 0.06969900000000001
